Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
15269,CD-1216,CD-1216 title,2008-01-01,unknown,,,,"Corporations, Economy",Michael Shuman,TheSmallMartRevolution,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15268,CD-1215,wrote'NamelessNight'-aMan'sIdentityVs.Gov'tRepress,2008-01-01,unknown,,,,Fiction,G. M. Ford,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:46:50,,,,,,,,,,,,,,,,,,,,
15266,CD-1213,CD-1213 title,2008-01-01,unknown,,,,Corporations,David Rosenfeld,on WalMart,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15264,CD-1211,wrote 'TheDevilYouKnow' mystery/sci.fi.,2008-01-01,unknown,,,,Fiction,Mike Carey,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:25:27,,,,,,,,,,,,,,,,,,,,
15258,CD-1205,CD-1205 title,2008-01-01,unknown,,,,Environment/Climate,Richard Heinberg,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:30:31,,,,,,,,,,,,,,,,,,,,
15256,CD-1203,CD-1203 title,2008-01-01,unknown,,,,,Andrew Sean Greer,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:28:05,,,,,,,,,,,,,,,,,,,,
15253,CD-1200,CD-1200 title,2008-01-01,unknown,,,,,,American Purgatory,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,01:00:00,,,,,,,,,,,,,,,,,,,,
15252,CD-1199,CD-1199 title,2008-01-01,unknown,,,,,James Kunstler,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:28:00,,,,,,,,,,,,,,,,,,,,
15251,CD-1198,CD-1198 title,2008-01-01,unknown,,,,Fiction,Richard Russo,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:48:33,,,,,,,,,,,,,,,,,,,,
15250,CD-1197,CD-1197 title,2008-01-01,unknown,,,,Global Affairs,Tariq Ali,Uncle Sam's Pakistan,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15249,CD-1196,CD-1196 title,2008-01-01,unknown,,,,,Maude Barlow,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15248,CD-1195,on India,2008-01-01,unknown,,,,Global Affairs,Praful Bidwai,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15244,CD-1191,CD-1191 title,2008-01-01,unknown,,,,Fiction,Edwidge Danticat,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15242,CD-1189,wroteDescartes'Bones-howThoseBonesBecameAPolitical,2008-01-01,unknown,,,,,Russell Shorto,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:25:00,,,,,,,,,,,,,,,,,,,,
15238,CD-1185,interview,2008-01-01,unknown,,,,,Robert Jensen,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:58:16,,,,,,,,,,,,,,,,,,,,
15236,CD-1183,wroteTheThingAboutLifeIsThatOneDayYou'llBeDead,2008-01-01,unknown,,,,Arts/Culture,David Shields,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:25:30,,,,,,,,,,,,,,,,,,,,
15235,CD-1182,Portland speech,2008-01-01,unknown,,,,,Chris Hedges,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15234,CD-1181,wroteForLoveOfPolitics-on Clinton presidency,2008-01-01,unknown,,,,Government/Politics,Sally Bedell Smith,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:26:18,,,,,,,,,,,,,,,,,,,,
15232,CD-1179,CD-1179 title,2008-01-01,unknown,,,,Fiction,Tobias Wolff,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:45:10,,,,,,,,,,,,,,,,,,,,
15231,CD-1178,CD-1178 title,2008-01-01,unknown,,,,"Government/Politics, Police",,A Night In Chicago 1968,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:29:00,,,,,,,,,,,,,,,,,,,,
15230,CD-1177,CD-1177 title,2008-01-01,unknown,,,,"Global Affairs, War/Peace",Scott Ritter,Iraq: All Options On The Table,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15226,CD-1173,interview,2008-01-01,unknown,,,,,Larry Valvel,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:57:18,,,,,,,,,,,,,,,,,,,,
15225,CD-1172,Portland speech,2008-01-01,unknown,,,,,David Cay Johnston,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,01:17:20,,,,,,,,,,,,,,,,,,,,
15223,CD-1170,interview,2008-01-01,unknown,,,,,Lul Abdulle,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:21,,,,,,,,,,,,,,,,,,,,
15217,CD-1164,Community Gathering Center,2008-01-01,unknown,,,,neighborhoods,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:27:07,,,,,,,,,,,,,,,,,,,,
15215,CD-1162,CD-1162 title,2008-01-01,unknown,,,,,Patricia Santana,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:27:00,,,,,,,,,,,,,,,,,,,,
